Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  7.99     11.76    11.76                             Foam::List<double>::List(Foam::List<double> const&) (List.C:122 @ 5bee0)
  0.16    132.89     0.24                             Foam::tmp<Foam::fvMatrix<double> > Foam::fvm::SuSp<double>(Foam::DimensionedField<double, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (Field.C:849 @ 6b6a1)
  0.16    133.13     0.24                             Foam::tmp<Foam::Field<double> > Foam::lduMatrix::faceH<double>(Foam::Field<double> const&) const (UListI.H:201 @ 689a1)
  0.16    133.37     0.24                             Foam::tmp<Foam::Field<double> > Foam::lduMatrix::faceH<double>(Foam::Field<double> const&) const (lduMatrixTemplates.C:96 @ 689ab)
  0.16    133.61     0.24      720     0.33     0.33  non-virtual thunk to Foam::fvMesh::comm() const (fvMesh.H:279 @ 53510)
  0.16    133.84     0.24                             Foam::fvMesh::comm() const (fvMesh.H:279 @ 5350b)
  0.15    134.06     0.22                             Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::max(Foam::dimensioned<double> const&) (FieldFunctions.C:614 @ 6655a)
  0.15    134.28     0.22                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (ops.H:168 @ b0a28)
  0.15    134.50     0.22                             Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:119 @ 58f30)
  0.14    134.71     0.21                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:59 @ 67d0d)
  0.14    134.92     0.21                             void Foam::subtract<double, double, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<Foam::typeOfSum<double, double>::type, Foam::fvPatchField, Foam::volMesh>&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (FieldFunctions.C:771 @ 6fd65)
  0.14    135.13     0.21                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (FieldFunctions.C:625 @ b022a)
  0.14    135.33     0.21                             Foam::Field<double>::rmap(Foam::tmp<Foam::Field<double> > const&, Foam::UList<int> const&) (Field.C:595 @ 600e4)
  0.14    135.54     0.21                             Foam::tmp<Foam::Field<double> > Foam::lduMatrix::faceH<double>(Foam::Field<double> const&) const (lduMatrixTemplates.C:95 @ 6899c)
  0.13    135.73     0.20                             Foam::fvMatrix<Foam::Vector<double> >::addCmptAvBoundaryDiag(Foam::Field<double>&) const (FieldFunctions.C:253 @ 614e1)
  0.13    135.92     0.19                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::lduMatrix::H<Foam::Vector<double> >(Foam::Field<Foam::Vector<double> > const&) const (lduMatrixTemplates.C:60 @ 5cab4)
  0.13    136.11     0.19                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator*<Foam::Vector<double> >(Foam::UList<double> const&, Foam::UList<Foam::Vector<double> > const&) (FieldFunctions.C:625 @ 5a812)
  0.13    136.30     0.19                             Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator-<double, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (FieldFunctions.C:622 @ b83a8)
  0.13    136.49     0.19                             void Foam::negate<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (VectorSpaceOps.H:64 @ 74609)
  0.13    136.67     0.19                             Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:202 @ 58ff0)
  0.13    136.86     0.19                             Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:131 @ 58f51)
  0.12    137.04     0.18                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:69 @ 67e05)
  0.12    137.22     0.18                             Foam::autoPtr<Foam::diffusivityModels::diffusivityModel>::operator->() (autoPtrI.H:213 @ 59005)
  0.12    137.40     0.18                             Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> > const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> const&) (FieldFunctions.C:775 @ abbfc)
  0.12    137.57     0.18                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:58 @ 67cd0)
  0.11    137.74     0.17                             void Foam::negate<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (ops.H:85 @ 74604)
  0.11    137.90     0.16                             Foam::tmp<Foam::Field<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&, Foam::UList<Foam::Vector<double> > const&) (VectorI.H:147 @ 5f22a)
  0.11    138.06     0.16                             Foam::tmp<Foam::Field<double> > Foam::fvPatch::patchInternalField<double>(Foam::UList<double> const&) const (UListI.H:201 @ 68b50)
  0.11    138.21     0.16                             double Foam::gSum<double>(Foam::UList<double> const&, int) (FieldFunctions.C:350 @ 583e4)
  0.10    138.36     0.15                             Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (surfaceInterpolationScheme.C:283 @ b1c42)
  0.10    138.51     0.15                             Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::geometricOneField::value_type, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::surfaceInterpolationScheme<Foam::Vector<double> >::dotInterpolate<Foam::geometricOneField>(Foam::geometricOneField const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&, Foam::tmp<Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> > const&) (UListI.H:201 @ b1caf)
  0.10    138.66     0.15                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:69 @ 67ddf)
  0.10    138.81     0.15                             Foam::tmp<Foam::Field<double> > Foam::PatchToPatchInterpolation<Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> >, Foam::PrimitivePatch<Foam::face, Foam::SubList, Foam::Field<Foam::Vector<double> > const&, Foam::Vector<double> > >::faceInterpolate<double>(Foam::Field<double> const&) const (PatchToPatchInterpolate.C:139 @ 98e1c)
  0.10    138.96     0.15                             Foam::fvMatrix<Foam::Vector<double> >::addCmptAvBoundaryDiag(Foam::Field<double>&) const (ops.H:71 @ 614dc)
  0.10    139.10     0.14                             Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator-=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (Field.C:849 @ 7868d)
  0.10    139.24     0.14                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (FieldFunctions.C:626 @ b09be)
  0.10    139.38     0.14                             Foam::Ostream& Foam::operator<< <double>(Foam::Ostream&, Foam::UList<double> const&) (UListIO.C:118 @ 9d408)
  0.09    139.51     0.13                             double Foam::gAverage<double>(Foam::UList<double> const&, int) (FieldFunctions.C:349 @ 58810)
  0.09    139.64     0.13                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator/<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&, Foam::UList<double> const&) (FieldFunctions.C:626 @ 9ae0c)
  0.09    139.77     0.13                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> const&) (FieldFunctions.C:625 @ b01d2)
  0.09    139.90     0.13                             Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > Foam::operator*<double, Foam::fvPatchField, Foam::volMesh>(Foam::dimensioned<double> const&, Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (FieldFunctions.C:628 @ b9568)
  0.08    140.02     0.12                             Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator+=(Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> const&) (Field.C:848 @ 65e70)
  0.08    140.14     0.12                             Foam::Field<double>::rmap(Foam::tmp<Foam::Field<double> > const&, Foam::UList<int> const&) (Field.C:593 @ 600ce)
  0.08    140.26     0.12                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator/<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&, Foam::UList<double> const&) (FieldFunctions.C:626 @ 9ae03)
  0.08    140.38     0.12                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::lduMatrix::H<Foam::Vector<double> >(Foam::Field<Foam::Vector<double> > const&) const (List.C:96 @ 5c9af)
  0.08    140.50     0.12                             Foam::tmp<Foam::Field<double> > Foam::lduMatrix::faceH<double>(Foam::Field<double> const&) const (lduMatrixTemplates.C:94 @ 689ba)
  0.07    140.61     0.11                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator/<Foam::Vector<double> >(Foam::UList<Foam::Vector<double> > const&, Foam::UList<double> const&) (FieldFunctions.C:626 @ 9ada2)
  0.07    140.72     0.11                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:56 @ 67d11)
  0.07    140.83     0.11                             Foam::fvMatrix<double>::operator+=(Foam::fvMatrix<double> const&) (Field.C:848 @ 77b3b)
  0.07    140.94     0.11                             Foam::fvMatrix<Foam::Vector<double> >::addCmptAvBoundaryDiag(Foam::Field<double>&) const (FieldFunctions.C:253 @ 614fa)
  0.07    141.04     0.10                             void Foam::fvc::surfaceIntegrate<double>(Foam::Field<double>&, Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (fvcSurfaceIntegrate.C:56 @ 67d0a)
  0.07    141.14     0.10                             Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> > const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> const&) (FieldFunctions.C:775 @ abc85)
  0.07    141.24     0.10                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator*<Foam::Vector<double> >(Foam::tmp<Foam::Field<double> > const&, Foam::tmp<Foam::Field<Foam::Vector<double> > > const&) (ops.H:167 @ 727b4)
  0.06    141.33     0.09                             Foam::fvMatrix<Foam::Vector<double> >::relax(double) (fvMatrix.C:635 @ 6dc7d)
  0.06    141.42     0.09                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (FieldFunctions.C:626 @ b0a2c)
  0.06    141.51     0.09                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (FieldFunctions.C:626 @ b0aac)
  0.06    141.60     0.09                             Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > Foam::operator/<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvPatchField, Foam::volMesh> > const&, Foam::tmp<Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh> > const&) (ops.H:168 @ b0b00)
  0.06    141.68     0.09                             Foam::UPtrList<Foam::autoPtr<Foam::diffusivityModels::diffusivityModel> >::operator[](int) (UPtrListI.H:121 @ 58f48)
  0.06    141.77     0.09                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::lduMatrix::H<Foam::Vector<double> >(Foam::Field<Foam::Vector<double> > const&) const (List.C:95 @ 5c9ac)
  0.05    141.85     0.08                             Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::dimensioned<double> const&) (UList.C:70 @ 66275)
  0.05    141.93     0.08                             Foam::GeometricField<double, Foam::fvPatchField, Foam::volMesh>::operator=(Foam::dimensioned<double> const&) (UList.C:72 @ 66287)
  0.05    142.01     0.08                             Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh>::operator+=(Foam::GeometricField<double, Foam::fvsPatchField, Foam::surfaceMesh> const&) (Field.C:848 @ 775dd)
  0.05    142.09     0.08                             Foam::fvMatrix<double>::operator-=(Foam::fvMatrix<double> const&) (Field.C:849 @ ad7e3)
  0.05    142.17     0.08                             Foam::tmp<Foam::GeometricField<Foam::innerProduct<Foam::Vector<double>, Foam::Vector<double> >::type, Foam::fvsPatchField, Foam::surfaceMesh> > Foam::operator&<Foam::Vector<double>, Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh>(Foam::tmp<Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> > const&, Foam::GeometricField<Foam::Vector<double>, Foam::fvsPatchField, Foam::surfaceMesh> const&) (FieldFunctions.C:775 @ abd03)
  0.05    142.25     0.08                             Foam::tmp<Foam::Field<Foam::Vector<double> > > Foam::operator*<Foam::Vector<double> >(Foam::UList<double> const&, Foam::UList<Foam::Vector<double> > const&) (FieldFunctions.C:625 @ 5a7b2)
